queryid,documentid,answer,exact,f1
118457,5736925,A bona fide owner of a negotiable instrument,0,0.0
118457,5736929,in good faith,0,0.5
984774,5737533,single quote-a single quotation mark,0,0.0
1011721,5738004,speed of 4 miles per hour,0,0.0
369981,5738437,broth,0,0.13333333333333333
369981,5738443,broth,0,0.13333333333333333
893271,5739480,600 ppi,0,0.4444444444444445
1068584,5740274,"types, quantities, and agreed prices for products or services",0,0.5806451612903226
1068584,5740275,a commercial document used to request someone to supply something in return for payment,0,0.787878787878788
195693,574057,$36,0,0.16666666666666669
988911,57406,Harry Reid,0,0.4444444444444445
1101055,5741050,Rhododendron,1,1.0
315291,5741262,$358.00,0,0.042553191489361694
308687,5741382,"$5,000 to $7,000",0,0.4615384615384615
308687,5741386,"$5,000 to $10,000",0,0.24000000000000002
1036380,5741752,the world price of a good is lower than the domestic price of a good,0,0.8148148148148148
820267,574226,body processes that happen slowly,0,0.22727272727272727
242713,5742295,4 to 5 weeks,0,0.5
919310,5742755,$10.2 billion,0,0.2222222222222222
36703,5743850,$0.79,0,0.2222222222222222
1090758,5744624,$35 million dollars,1,1.0
450681,5744704,A chest infection,0,0.28571428571428575
368728,5744954,blender,0,0.13333333333333333
94782,5745285,clear to yellowish,0,0.5454545454545454
442491,5745780,"spiny dogfish, which can live from 75 to 100 years",0,0.33333333333333337
242713,574630,a month,0,0.06451612903225806
255027,5746389,up to three months,0,0.6666666666666666
255027,5746393,2 days - 11 weeks,1,1.0
1099219,5746848,easier it is for the lungs to expel the mucus,0,0.6956521739130436
36214,5747119,$1.60 to $1.66,0,0.375
1059504,5747335,host on the “Today” show,0,0.29629629629629634
1059504,5747338,a host on the “Today” show,0,0.3636363636363636
1081086,5748841,A variety of foods,0,0.13953488372093023
804905,5749071,$18,0,0.1111111111111111
252295,5749366,three weeks,0,0.19999999999999998
1083704,5749648,sweet and fragrant,0,0.6666666666666666
81075,5750178,"If you want to colorize the whitewash, it is possible",0,0.16666666666666666
1047833,5750281,"between $20,000 and $30,000",0,0.8571428571428571
995825,5750614,AGP slot of your motherboard. This is found above the PCI slots,0,0.625
671579,575147,165° Fahrenheit,0,0.3076923076923077
202954,5752061,$44m,0,0.05714285714285715
202954,5752063,1 million euros,0,0.14285714285714288
202954,5752068,$52 million,0,0.21052631578947367
320051,5752598,2  garlic powder (Substitute 1/8 teaspoon,0,0.6666666666666667
319564,5753327,2.9 g,0,0.5
1096886,575336,4 grams,0,0.2857142857142857
195693,5753683,$200 to $400,0,0.25
202797,5753764,Mt. Chimborazo,0,0.10526315789473684
270521,5753888,8 to 12 hours,0,0.5
127984,5754232,Tensile stress,0,0.33333333333333337
1095357,575443,"$30,000",0,0.1
1095357,575444,"$30,100",0,0.19999999999999998
742446,575462,painless test that uses sound waves to create pictures of your heart,0,0.4799999999999999
100013,5754636,revelation,0,0.0909090909090909
100013,5754639,total destruction of the world,0,0.1951219512195122
100013,5754640,through the concealed,0,0.0
168238,5754652,there’s a drawback to making your alkaline water with lemon juice,0,0.8235294117647058
39360,5755140,"$86,810",1,1.0
1078731,5755766,Caffeine,0,0.0
505107,5755766,coffee,0,0.0
815420,5756560,The ventilator,0,0.0
815420,5756563,The ventilator,0,0.0
320117,5756674,14.174 761 563,0,0.6666666666666666
516413,5756882,thyroid,0,0.6666666666666666
650378,5757062,pier of a harbour,0,0.0
208145,5757128,12 to 26 inches,0,0.34782608695652173
191632,5757383,1-855-690-5900,0,0.0
968921,57575,"the name of a house, farm, hamlet, town, or county",0,0.38095238095238093
1097723,5757605,6 years,0,0.3636363636363636
40337,5757883,$487,0,0.05714285714285715
649200,5758168,the use or threat of serious violence to advance some kind of cause,1,1.0
691141,5758931,compact refrigerator,0,0.0
1095711,5758977,couple of thousand dollars,0,0.17777777777777776
1083839,5759654,Fútbol Club,1,1.0
508855,5760544,Flushed cheeks. Restlessness,0,0.1276595744680851
508855,5760552,Increased irritability,1,1.0
1092342,5760768,lack of knowledge or sophistication,0,0.8333333333333333
328474,5760806,"$1,373.81 and $1,363.23",0,0.2727272727272727
330640,5760808,"$1,360",0,0.06666666666666667
660534,5760908,grains and cereals,0,0.42857142857142855
264150,5761113,"1,531 feet",0,0.5
812387,5762555,28 inches,0,0.14285714285714288
847722,5763132,4.184,0,0.10526315789473684
595236,5764174,polymerization,1,1.0
300933,5764210,2 to 3 Years,0,0.8
143293,5764338,"Maurice Gibb, died of complications of a twisted intestine",0,0.15384615384615383
1086565,576551,a traditional symbol of friendship,0,0.17391304347826084
1086565,576554,jealousy,0,0.125
1083831,5765766,an egg and a sperm cell come together to form a zygote,0,0.5625
709342,5765772,social lubricant,0,0.3636363636363636
401287,5765797,new prescription is required each time,0,0.4444444444444445
1091330,5766717,$100 to $200,0,0.375
370979,5767374,30%,0,0.11764705882352941
250228,5767791,10 or 15 minutes,0,0.29629629629629634
270520,5767791,since midnight,0,0.6666666666666666
1087532,5768478,atoms that have same atomic number but different mass numbers,0,0.9090909090909091
418752,5768678,you can open a traditional IRA,0,0.47619047619047616
242103,5769909,one to three months,0,0.4210526315789474
876924,5770227,tornado development is possible,0,0.6666666666666666
108622,5770306,"1  Front tooth: $1,156",0,0.46153846153846156
901355,5770603,400 degrees F,1,1.0
244011,5771159,45 minutes to one hour,0,0.21052631578947364
993041,5772014,Utah,1,1.0
591898,5773280,Bacterial infections,0,0.5714285714285715
199572,5773283,Scalp sores,0,0.25
199572,5773286,scalp and head,0,0.13333333333333333
591898,5773286,"infections, medical conditions and/or infestations",0,0.5882352941176471
202073,5773513,325 mg,1,1.0
1026799,5774418,a match between 6 out of 6 antigens,0,0.2222222222222222
1026799,5774420,incompatible with the donor,0,0.0
1078446,5774790,functional piece of furniture,1,1.0
537505,5774818,visceral anguish,0,0.0
1003849,5775038,"November 1, 2015",0,0.1
1091082,5775631,humanity,0,0.0
91881,5775631,humanity,0,0.0
931147,5775666,Google Chrome,0,0.14814814814814814
167229,5776100,300 milligrams of vitamin C per 100 grams,0,0.08888888888888889
167229,5776101,Honey is high in vitamin C,0,0.4
167229,5776102,Honey is rather low in vitamin content,0,0.3181818181818182
167229,5776103,"2% minerals, vitamins, pollen and protein.",0,0.19047619047619044
686746,5776735,getting in an upright position,0,0.2285714285714286
686746,5776736,Check with a doctor,0,0.0
686746,5776737,dreaded,0,0.25
915762,5776741,open repair or a laparoscopic repair,0,0.2727272727272727
914845,5776916,state and local sales and use taxes,0,0.4
784700,5777549,Premenstrual dysphoric disorder,0,0.3
837476,5779095,Chanel,0,0.0
122440,5779198,a case or enclosure,0,0.35294117647058826
323096,5779767,"$1,200",0,0.14285714285714288
627513,5779835,Very backward state,1,1.0
1095332,5780557,"every month at least, and in some cases as often as every 2 weeks",0,0.9032258064516129
868525,5780621,Leather gloves,0,0.08333333333333334
211621,5780967,0.9144 Meters,0,0.6666666666666666
727765,5780990,carbon dioxide (CO2).,0,0.3333333333333333
1049767,5781789,Larry Collins and songwriter Alex Harvey,0,0.5
1049767,5781790,Tracy Nelson,1,1.0
301061,5782022,16,0,0.0
830973,5782025,for example,0,0.2666666666666667
830973,5782028,for example,0,0.23529411764705882
830973,5782029,means in other words or that is (from the Latin id est).,0,0.3157894736842105
163038,5782056,"Signs of an allergic reaction, including unexplained rash, hives, itching",0,0.3636363636363636
567159,5782070,chains,0,0.0
131768,5782079,any unwanted and destructive insect or other animal,0,0.4
142411,5782109,2  1/4 cup,0,0.13333333333333333
142411,5782114,1/4 cup,0,0.10256410256410257
1084086,5782302,The cause of bipolar disorder is not entirely known,0,0.4324324324324324
875796,5783733,oxygen and many other substances around your body,0,0.14285714285714285
239189,5783959,one to two weeks,0,0.888888888888889
328704,5784195,between 6 and 18 months,0,0.21739130434782605
24807,578446,oligodendrocytes,0,0.0
24807,578448,enteric glial cells and satellite cells,0,0.2553191489361702
1058885,5784612,"strong, unpleasant odors",0,0.42857142857142855
395038,5784750,prefers one policy in advance but a different one when the time to implement arrives,1,1.0
1083743,578478,speech,0,0.4
514851,5785095,three-fourths,0,0.04347826086956522
873250,5785199,thin and wispy clouds,0,0.15384615384615383
108622,5785499,$363,0,0.1
551819,5785578,18 months,0,0.0
348994,5786238,Visit any profile or photo album,0,0.0
1059820,5786480,presidents,0,0.33333333333333337
679878,5786825,a claim by one of the insured parties against another is covered,0,0.7692307692307693
679878,5786826,how they work,0,0.0
679878,5786834,provides insurance coverage for claims of one of the insured parties against another,0,0.923076923076923
785772,5787486,treating and preventing low potassium levels,0,0.5714285714285715
128178,578751,the sequence of three bases in the genetic code,0,0.5185185185185185
177238,5788085,sudden weight gain,0,0.18181818181818182
74328,578883,pain in your forearm,0,0.46153846153846156
1055351,5788971,a Republican senator from California,0,0.5714285714285715
589586,5789246,water-saver faucets,0,0.1142857142857143
353623,5789511,Data Model to create your PivotTable,0,0.41379310344827586
999416,5789924,"Hillsborough County, New Hampshire",0,0.5714285714285715
534305,5791086,1-800-531-8722,0,0.6666666666666666
1098520,5791371,5-7 minutes per inch,0,0.34782608695652173
298113,5791577,nine,1,1.0
293992,5791701,"more than 500 sparkling and still brands and more than 3,800",0,0.8148148148148148
755465,5791764,members of the family of humans,0,0.19999999999999998
536995,5791831,"computer that is outside the hospital, such as your home computer",0,0.37735849056603776
107812,579202,between $15 to  $140,0,0.32
1059698,5792126,"$900 to $3,000",0,0.6
682190,5792587,tanks of foam or dry powder with compressed nitrogen as the propellant,0,0.7096774193548387
1015055,579274,inhibited by both oestrogen and progesterone,0,0.7499999999999999
590945,5793785,incorrect use of your voice,0,0.19047619047619047
590945,5793788,stomach acid backing up into the esophagus,0,0.6666666666666666
921173,5794054,882 ft 9 in,0,0.8
710297,5794076,The American Express Company,0,0.19999999999999998
901206,5794186,350 degrees,0,0.0851063829787234
901206,5794187,375°,0,0.0
491585,5795030,"$36,337 per year",0,0.5
20356,5795652,27,0,0.6666666666666666
996317,5795733,Churchill Downs,0,0.0
54648,5796524,111 is not even close to a diabetes diagnois,0,0.5161290322580645
746438,5796527,not eating or drinking,0,0.14814814814814814
839128,579721,base,0,0.0
123529,5797355,any of several forms of ulcerative skin disease,0,0.3636363636363636
123529,5797356,A summer constellation,0,0.1
123529,5797357,A debilitating autoimmune disease,0,0.25
108622,5797391,30%-50% higher,0,0.0
585378,57975,lower than normal red blood cell count,0,0.0
322211,5797721,"$59,607",0,0.044444444444444446
976941,579788,northeast of Shor's Stone in Eastmarch,0,0.2608695652173913
1055505,5798472,quality,0,0.06451612903225806
79891,5799367,You could try it instead of chocolate chips,0,0.4444444444444445
104290,5799542,"over $1,000",0,0.5714285714285715
104290,5799543,$30.00,0,0.19999999999999998
466774,5799802,79,0,0.33333333333333337
407131,5799856,essential trace element,0,0.2727272727272727
821068,5799983,to prevent the kind of run on the bank scenarios,0,0.38095238095238093
743696,580009,Emergency Medical Service Institute,0,0.13793103448275865
743696,580013,Emergency Medical Service Institute,0,0.23529411764705882
743696,580016,a medical information services provider,0,0.4210526315789474
149447,5800314,osteoblasts (cells which build bone) and osteoclasts,0,0.8333333333333333
1035719,5800486,the backward resistant force obstructing an object from moving forward,1,1.0
981400,5800551,"Walt Disney Studios, Burbank, California, United States",0,0.5833333333333334
108622,5801010,"$500 to $1,000",0,0.42857142857142855
517117,5802053,one or more numbers just keep showing up over and over again,0,0.6666666666666666
788484,5802447,carries necessary information back and forth to your network,0,0.4864864864864865
17110,5803327,Table 1,0,0.3076923076923077
17848,5803601,a branch of morphology that deals with the structure of organisms,0,0.5714285714285714
1016915,5803747,once or twice a day,0,0.10389610389610389
1095555,5804118,3.3 milligrams,0,0.25
276298,5804361,"3,500",0,0.08333333333333333
497536,5804876,Vomiting,0,0.07999999999999999
497536,5804877,"diarrhea, vomiting, loss of appetite, fatigue, convulsions",0,0.45161290322580644
497536,5804878,blindness,0,0.06060606060606061
328527,5806079,12 weeks,1,1.0
1083268,5806165,a process that is unique to bacteria and not found in higher organisms,0,0.923076923076923
427086,5806500,it is not considered to be part of the 'Pacific Islands,0,0.5714285714285715
1098646,5806548,up to 8 weeks,0,0.2857142857142857
1086008,5807336,gametes,0,0.07999999999999999
969264,5807433,the South,0,0.6666666666666666
1095705,5807729,$500 million,1,1.0
1078920,5809027,fertility issues,0,0.4444444444444445
1001397,5809383,artillery fire laid on a line,0,0.4347826086956522
710297,5809552,The American Express Company,0,0.23076923076923078
202073,5810098,81 mg,0,0.2857142857142857
870875,581021,black-tipped,0,0.15384615384615385
1012780,5810276,the cost of the products or merchandise actually sold to customers,0,0.2903225806451613
1096830,5810856,"More than 32,000",0,0.4615384615384615
1024069,5811288,Motor neurons,0,0.23529411764705882
22670,5811363,—about 6 feet,0,0.0
393954,5811670,Anderson County,1,1.0
393954,5811671,Anderson County,0,0.4444444444444445
393954,5811673,Anderson County,0,0.0
858421,5812350,designed to add a second form of authentication to the login process,0,0.6060606060606061
248086,5812790,four year,0,0.09302325581395349
164946,5812999,$9.95,0,0.18181818181818182
1028755,5813031,"$32,000 annually on average, or $15 per hour",0,0.10526315789473685
276208,5813158,between 423 and 632,0,0.2666666666666667
1099105,5813804,the day after you miss your menstrual period,0,0.4827586206896552
307118,5813842,Similar pricing,0,0.125
1093491,5814596,30 hours per week,0,0.33333333333333337
641583,5815094,you are dehydrated,0,0.14634146341463414
512087,5815233,The highest average temperature in Fort Myers is August at 82.8 degrees,0,0.48888888888888893
971904,5815330,calcified lumps,0,0.11764705882352941
